word,meaning_short,meaning_raw,tsl rank
retreat,(…から…へ)『退却する』,"(…から…へ)『退却する』,後退する《+『from』+『名』+『to』(『into』)+『名』》 / (…から…へ)去る,逃げる《+『from』+『名』+『to』(『into』)+『名』(do『ing』)》 / 〈U〉〈C〉(…から…へ)『退却すること』,退散《+『from』+『名』+『to』+『名』》 / 〈U〉《the ~》退却の合図 / 〈C〉(…からの)隠退所,避難所《+『from』+『名』》",1171
salon,(上流家庭の)客間,"(上流家庭の)客間,大広間 / (昔のフランスで,上流貴婦人の開いた)招待会;社交界 / 美術品展示場(室),画廊 / 《米》(美容・服飾などの)店",1172
satellite,衛星(主惑星を回転する天体物)・人工衛星・衛星国家・従者,衛星(主惑星を回転する天体物)・人工衛星・衛星国家・従者,1173
scenery,《集合的に》『風景』,"《集合的に》『風景』,景色 / (劇・映画などの)舞台装置,舞台背景,道具立て",1174
serial,(雑誌などの)連載物;定期刊行物;(テレビ・ラジオなどの)続き物,"(雑誌などの)連載物;定期刊行物;(テレビ・ラジオなどの)続き物,連続物 / 続き物の,連続物の / 連続している,順次の",1175
sew,縫い物をする,"縫い物をする,ミシンをかける / 〈布など〉を『縫う』;(…に)…を縫いつける(込む)《+『名』+『on』(『in,into,inside』)+『名』》 / 〈衣服など〉を縫って作る(直す)",1176
sketch,(…の)『スケッチ』,"(…の)『スケッチ』,素描,写生画《+『of』+『名』》 / (…の)『草案』,下書き;(事実などの)概略,大要《+『of』+『名』》 / (文芸作品の)小品,短編,(レビュー・ミュージカルなどの)寸劇 / …を『スケッチする』,写生する / …を略述する《+『in』(『out』)+『名』》 / スケッチ(写生)する",1177
smartphone,スマートフォン,スマートフォン,1178
soar,〈ワシなどが〉『空高く飛ぶ』,"〈ワシなどが〉『空高く飛ぶ』,舞い上がる / 〈山などが〉そびえ立つ,高くそびえる(進行形にできない) / 〈物価などが〉『急に上る』 / 〈希望・元気・想像力などが〉高まる",1179
stimulus,刺激[するもの],刺激[するもの],1180
stockbroker,株式仲買人,株式仲買人,1181
tablecloth,テーブル掛け,"テーブル掛け,テーブルクロス",1182
thirsty,(人が)『のどの渇いた』 ,"(人が)『のどの渇いた』 / (物事が)のどを渇かせる / (土地・植物などが)乾いた / 《補語にのみ用いて》《be thirsty for+名》…を『渇望(熱望)している』,しきりに求めている",1183
thrill,(喜び・恐れ・興奮などで)『ぞくぞくする感じ』,"(喜び・恐れ・興奮などで)『ぞくぞくする感じ』,ぞっとする(わくわくする)感じ,スリル / 『ぞくぞくさせるもの』,ぞっと(わくわく)させるもの / …を『ぞくぞくさせる』,ぞっと(わくわく)させる / (…に)ぞくぞくする,ぞっとする,わくわくする《+at(to)+名》",1184
tile,(床・壁用の)『タイル』;屋根がわら;《集合的に》タイル,"(床・壁用の)『タイル』;屋根がわら;《集合的に》タイル,かわら / (ドミノなどゲームの)こま,(マージャンの)牌 / (下水・煙突などの)土管,コンクリート管 / …にタイルを張る;〈屋根〉をかわらでふく",1185
toiletry,化粧品(オーデコロン・石けんなど),化粧品(オーデコロン・石けんなど),1186
trademark,商標 ,商標 / (ある人に特有の)行動様式 / …に商標を付ける / …を商標として登録する,1187
tropical,『熱帯の』,"『熱帯の』,熱帯性の,熱帯産の / 酷暑の",1188
tuna,〈C〉(また tunny)マグロ ,"〈C〉(また tunny)マグロ / (また tunny, tuna fish)マグロの肉 / サボテンの一種",1189
unemployed,仕事のない,"仕事のない,失業した / 利用してない,遊ばせてある / 失業者",1190
validate,…を法的に有効とする ,…を法的に有効とする / …を正当であると証明する,1191
vanilla,〈C〉熱帯産のラン科のつる植物 ,〈C〉熱帯産のラン科のつる植物 / (またvanilla bean)〈C〉その実 / 〈U〉バニラエッセンス(その実から採る香料;アイスクリームやケーキなどに入る),1192
willingness,喜んですること;(…喜んで)(…する)気持ち《+to do》,喜んですること;(…喜んで)(…する)気持ち《+to do》,1193
wristwatch,腕時計,腕時計,1194
abide,(ある状態に)とどまる;残る ,"(ある状態に)とどまる;残る / 住む / 《まれ》…をじっと待つ / 《否定文・疑問文で》…をがまんする,に耐える",1195
actively,活発に;積極的に,活発に;積極的に,1196
allergy,アレルギー,"アレルギー,異常過敏症",1197
apprehensive,『心配した』,"『心配した』,気づかった",1198
automotive,自動の,"自動の,自動推進の / 自動車の",1199
bacteria,『バクテリア』,"『バクテリア』,細菌",1200
broaden,…を広くする,"…を広くする,広げる / 広くなる,広がる",1201
bulb,『球根』(ユリ・タマネギなどの地下茎),"『球根』(ユリ・タマネギなどの地下茎),りん(鱗)茎,球茎 / 球根状のもの;電球,真空管",1202
by-law,条例、内規,条例、内規,1203
cheer,〈C〉『歓呼』,"〈C〉『歓呼』,かっさい / 〈U〉『励まし』,激励,応援 / 〈U〉陽気,元気,浮き浮きした気分 / 〈U〉気分,きげん / 〈人〉を『元気づける』,励ます / 〈人〉に歓呼する,かっさいする / 〈人が〉『歓呼する』,かっさいする",1204
complication,〈U〉〈C〉複雑[な状態],"〈U〉〈C〉複雑[な状態],紛糾[状態] / 〈U〉(…を)複雑にすること《+『of』+『名』》 / 〈C〉複雑な(やっかいな)事を引き起こすもの /〈C〉合併症, 併発症, 併発, 余病",1205
considerate,『思いやりのある』,『思いやりのある』,1206
daytime,『昼間』,『昼間』,1207
decoration,〈U〉『装飾』,"〈U〉『装飾』,飾りつけること / 〈C〉《複数形で》『装飾物』,飾りつけ / 〈C〉勲章",1208
discard,〈不用品・習慣など〉を『捨てる』,"〈不用品・習慣など〉を『捨てる』,廃棄する / 〈人〉を解雇する / (カードゲームで)〈不用の札〉を捨てる / 〈C〉捨てられた物(人) / 〈U〉廃棄 / 〈U〉(カードゲームで)手札の投げ出し〈C〉捨て札",1209
drastically,徹底的に,"徹底的に,猛烈に",1210
erase,(…から)〈文字など〉を『ふいて消す』,"(…から)〈文字など〉を『ふいて消す』,削除する,取り消す《+『名』+『from』+『名』》 / …の文字(絵など)を消す / (記憶などから)…を消し去る,ぬぐい去る《+『名』+『from』+『名』》",1211
explorer,探検家,探検家,1212
factual,事実の,"事実の,事実に基づく",1213
fixture,(住宅などに取り付けた)付属設備 ,(住宅などに取り付けた)付属設備 / (同一職業・地位などに)長く留まっている人 / (一定の期日に行われる)競技[種目],1214
footwear,はき物(靴・スリッパ・サンダル・ブーツなど),はき物(靴・スリッパ・サンダル・ブーツなど),1215
genre,(芸術・文学作品における)形式,"(芸術・文学作品における)形式,種類,様式,ジャンル / 風俗画 / 日常生活を描いた;風俗画の",1216
gymnasium,(また《話》『gym』)『体育館』,"(また《話》『gym』)『体育館』,屋内体操場 / 《G-》(ドイツの)9年制高等学校",1217
hereby,これによって,これによって,1218
hesitation,『ためらい』,"『ためらい』,ちゅうちょ / 口ごもり",1219
homemade,自家製の ,自家製の / 国産の,1220
hospitality,〈U〉(客や他人に対する)『親切なもてなし』,"〈U〉(客や他人に対する)『親切なもてなし』,歓待 / 〈C〉もてなす心",1221
incoming,入って来る ,入って来る / 次に来る,1222
induction,〈C〉《米》募兵 ,"〈C〉《米》募兵 / 〈C〉(聖職・公職などへの)就任,就任式 / 〈U〉〈C〉(…を)引き起こすこと《+『to』+『名』》 / 〈U〉(電気の)誘導 / 〈U〉〈C〉(論理学・数学で)帰納,帰納法",1223
inspiration,〈U〉『霊感』,"〈U〉『霊感』,インスピレーション / 〈C〉インスピレーション(霊感,激励)を与える人(物,事) / (霊感によって得た)すばらしい考え(行動),天来の妙案 / 〈U〉息を吸いこむこと(inhalation)",1224
intently,熱心に,"熱心に,専心して",1225
mower,(また『mowing machine』)(人が乗って動かす)草(穀物)刈り機 ,(また『mowing machine』)(人が乗って動かす)草(穀物)刈り機 / (また『law mower』)芝刈り機 / 草(穀物)を刈る人,1226
nutrition,(生物の)栄養摂取 ,"(生物の)栄養摂取 / 栄養分,食物",1227
restatement,言い換え,言い換え,1228
sedan,《米》セダン(2ドアまたは4ドアの箱型の自動車) ,《米》セダン(2ドアまたは4ドアの箱型の自動車) / =sedan chair,1229
sunscreen,日焼け止め,日焼け止め,1230
wellness,健康、ウェルネス,健康、ウェルネス,1231
workbook,学習帳,"学習帳,ワークブック / (仕事の)指導書 / 作業計画(学習)記録簿",1232
bookcase,『本箱』・書だな,『本箱』・書だな,1233
cleanliness,きれい好き;清潔,きれい好き;清潔,1234
contestant,争う人,"争う人,競争相手,(競技会などの)出場者",1235
ethics,《単数扱い》『倫理学』 ,"《単数扱い》『倫理学』 / 《複数扱い》『倫理』,道徳[律],規範",1236
healthful,健康によい,"健康によい,健康を増進させる",1237
inefficient,(人が)役に立たない,"(人が)役に立たない,無能の;(機械・方法などが)役に立たない,能率の上がらない",1238
liter,リットル,リットル,1239
recession,〈U〉景気後退 ,"〈U〉景気後退 / 不況 / 〈U〉後退 / 退去,退出",1240
timeline,予定表、タイムライン,予定表、タイムライン,1241
unreliable,当てにならない,"当てにならない,信頼できない",1242
acclaim,絶賛する ,"絶賛する / 喝采,称賛,絶賛",1243
chronic,(病気が)長期にわたる,"(病気が)長期にわたる,慢性の / 《名詞の前にのみ用いて》常習の,癖になった",1244
deteriorate,…を悪化させる;…の品質などを低下させる ,"…を悪化させる;…の品質などを低下させる / 〈人格・品質・価値などが〉悪化する,低下する",1245
resemble,…に『似ている』,"…に『似ている』,と共通点がある(受動態や進行形にできない)",1246
unauthorized,権限のない、未認可の,権限のない、未認可の,1247
violate,〈約束・法律・条約など〉を『破る』,"〈約束・法律・条約など〉を『破る』,犯す / 《おもに文》〈静けさなど〉を乱す,妨害する / 〈神聖なもの〉を汚す / 《文》《遠回しに》〈女性〉に暴行を加える、強姦する(rape)",1248
unplug,〈電気器具〉のプラグを抜く ,〈電気器具〉のプラグを抜く / …の栓(せん)を抜く,1249
videoconference,テレビ会議,テレビ会議,1250
